First Name,Last Name,Position,Team,Overall,Player Image,Team Logo,SPD,ACC,STR,AGI,AWR
DeAndre,Carter,Wide Receiver,Cleveland Browns,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9728.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4qbblHggBjaH9o46kyGeFo/27cab0f308b54edbd469e9b20cb506f7/5.png,88,92,60,91,70
Denzel,Burke,Cornerback,Arizona Cardinals,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10511.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5NdzvrqrP3clJDBL6kdTmu/1f61914ff14c6f4be0240d71e622f9c6/7.png,90,92,61,84,73
Devontez,Walker,Wide Receiver,Baltimore Ravens,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10281.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3zZnTQ4izXUrnVi3ryTBcm/a12a28ccd2af4c0a0930b58db73552a7/25.png,94,93,63,87,60
Drew,Sanders,Mike Backer,Denver Broncos,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2382.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4AYKY9OcX1CYbyMFBnvM8/ac07a8ff525004f92014e3259708acdf/4.png,84,89,72,81,73
Durham,Smythe,Tight End,Chicago Bears,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9064.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6jaEsYrn1V45DziwibpsDk/ed66ad67e63f08a3a7c25ce951dbf5b9/1.png,81,83,75,75,77
Elijah,Jones,Cornerback,Arizona Cardinals,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10132.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5NdzvrqrP3clJDBL6kdTmu/1f61914ff14c6f4be0240d71e622f9c6/7.png,91,93,48,82,61
Elijah,Wilkinson,Right Tackle,Atlanta Falcons,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9312.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3NTxf2X9VWdF6aL91pHAVu/6002a1f3e761a58c3b00f0e08bdccf5f/14.png,70,56,85,60,79
Emery,Jones Jr,Left Guard,Baltimore Ravens,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10615.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3zZnTQ4izXUrnVi3ryTBcm/a12a28ccd2af4c0a0930b58db73552a7/25.png,70,74,88,57,68
Isaiah,Pola-Mao,Free Safety,Las Vegas Raiders,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/4878.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5ZrNmFWgR1vnwTOdqVmwYy/fe13aa7566120fb59130404e168c59ca/23.png,89,91,57,88,68
Isaiah,Hodgins,Wide Receiver,NY Giants,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/358.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5hloGwLNaCrg2IBn0CoWVb/b5996a802009a4252f992182bd9acf85/16.png,87,89,60,84,74
J.J.,McCarthy,Quarterback,Minnesota Vikings,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10167.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/bzuWJaOZo5LCC4SwdbVzx/f6dc0006f59641745e50721d0d8c9d38/31.png,85,88,68,88,59
Ja'Sir,Taylor,Cornerback,NY Jets,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2641.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/7M46e9acznPLjtJlC7FaWV/ef5cfc9e8306cbdae723a5f7e809b0fd/18.png,92,93,53,89,73
Jack,Sanborn,Mike Backer,Dallas Cowboys,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1936.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4fzYNoreZSo04KbSHo3Sqn/0855e78441c821f956abac278f04abb7/11.png,80,87,72,79,78
Jacob,Cowing,Wide Receiver,San Francisco 49ers,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10044.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1SoIzWJtk28ygwNAPEMRnf/deaee9a60ace23f7eaeaf4275c2282b0/15.png,93,93,52,83,52
Jake,Andrews,Center,Houston Texans,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/957.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4rWKgLRDGADEZ3pTbdrpW0/793a695de8ea5caf8f2e1b3973ae1b61/32.png,67,72,87,56,75
Jaleel,McLaughlin,Halfback,Denver Broncos,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10419.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4AYKY9OcX1CYbyMFBnvM8/ac07a8ff525004f92014e3259708acdf/4.png,92,92,66,78,66
Jalen,Royals,Wide Receiver,Kansas City Chiefs,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10714.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3g9AewmTPjE4A7yc2tobiZ/20b6502896df3893414233cb5fe1b803/9.png,92,93,64,85,73
Jamaree,Caldwell,Defensive Tackle,Los Angeles Chargers,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10513.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1nyokQ4GLHKjmDL5IorxkB/29267d1765bd7f27730a007e1b070ec4/8.png,67,72,87,67,74
Jameis,Winston,Quarterback,NY Giants,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6980.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5hloGwLNaCrg2IBn0CoWVb/b5996a802009a4252f992182bd9acf85/16.png,76,72,72,76,66
Jamie,Gillan,Punter,NY Giants,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/125.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5hloGwLNaCrg2IBn0CoWVb/b5996a802009a4252f992182bd9acf85/16.png,76,74,69,64,56
Jawhar,Jordan,Halfback,Houston Texans,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10136.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4rWKgLRDGADEZ3pTbdrpW0/793a695de8ea5caf8f2e1b3973ae1b61/32.png,88,90,63,85,72
Jaylon,Moore,Right Tackle,Kansas City Chiefs,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/778.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3g9AewmTPjE4A7yc2tobiZ/20b6502896df3893414233cb5fe1b803/9.png,63,67,84,58,75
Jeff,Okudah,Cornerback,Minnesota Vikings,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/489.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/bzuWJaOZo5LCC4SwdbVzx/f6dc0006f59641745e50721d0d8c9d38/31.png,90,89,66,88,69
Jerry,Tillery,Defensive Tackle,Kansas City Chiefs,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9657.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3g9AewmTPjE4A7yc2tobiZ/20b6502896df3893414233cb5fe1b803/9.png,75,78,85,72,72
Jonathan,Mingo,Wide Receiver,Dallas Cowboys,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2314.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4fzYNoreZSo04KbSHo3Sqn/0855e78441c821f956abac278f04abb7/11.png,90,92,71,82,72
Jordan,Phillips,Defensive Tackle,Buffalo Bills,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/7279.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/212FXcpkDUjs9ZJpZ038pM/676904f80719bc724267b7eb5609c6af/3.png,72,68,87,60,80
Jordan,Phillips,Defensive Tackle,Miami Dolphins,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10692.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1rcCzp9f3OyZFzRBRFJVpC/8dc08dce09c05a748587769908cd710c/12.png,72,81,89,59,66
Josh,Jones,Right Tackle,Seattle Seahawks,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/405.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/2WrGCB8Atuo0aZ4MbstBrI/bbe9263ce111287adcef479efbc72160/28.png,67,67,85,59,72
Josh,Newton,Cornerback,Cincinnati Bengals,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10194.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5oemvWKqCFgBCkCI4h9A2U/0629c6d345fe01a14ba9f40554fd182e/2.png,89,90,61,85,68
Joshua,Farmer,Defensive Tackle,New England Patriots,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10895.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6Z0rWjQfkWgvj8K58X0WfA/aaaaa7e6c313bdfc5e624309ba6dfc4e/22.png,69,74,88,67,68
Junior,Colson,Mike Backer,Los Angeles Chargers,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10040.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1nyokQ4GLHKjmDL5IorxkB/29267d1765bd7f27730a007e1b070ec4/8.png,86,90,75,77,65
Justin,Walley,Cornerback,Indianapolis Colts,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10767.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5yTvAS7xG5Z8qw65gMLzSU/037cfcd90e26ee06666a24d762791f65/10.png,92,91,55,83,66
K.J.,Britt,Weak Backer,Miami Dolphins,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/982.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1rcCzp9f3OyZFzRBRFJVpC/8dc08dce09c05a748587769908cd710c/12.png,81,82,74,72,75
Kentavius,Street,Defensive Tackle,Atlanta Falcons,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9069.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3NTxf2X9VWdF6aL91pHAVu/6002a1f3e761a58c3b00f0e08bdccf5f/14.png,77,80,89,72,69
KhaDarel,Hodge,Wide Receiver,Atlanta Falcons,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/130.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3NTxf2X9VWdF6aL91pHAVu/6002a1f3e761a58c3b00f0e08bdccf5f/14.png,90,88,60,83,76
Konata,Mumpfield,Wide Receiver,Los Angeles Rams,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10674.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/wS8JnLBEBj9eq68rO1qTb/b7b5285ad842936bc21bb149eb8c31b8/24.png,86,88,63,90,72
LeQuint,Allen,Halfback,Jacksonville Jaguars,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10476.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4s3Xa9huMY7IrNAc9h1TDa/9eb764bbfbbb6a2f651e3d44cdcfa103/17.png,89,92,72,86,66
Luke,Fortner,Center,New Orleans Saints,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1647.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5beev0Bk7MVWyDSbEqr75u/837fe770a82d43aa3028a13988d8baf3/27.png,65,73,87,60,75
Mac,McWilliams,Cornerback,Philadelphia Eagles,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10658.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1Nt5pFCpjcBcADzHRbwfIk/ce90f9cb564aef7cc30cf1dd88c84150/13.png,92,93,59,86,67
Malachi,Moore,Free Safety,NY Jets,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10669.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/7M46e9acznPLjtJlC7FaWV/ef5cfc9e8306cbdae723a5f7e809b0fd/18.png,87,89,61,80,72
Malik,Willis,Quarterback,Green Bay Packers,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2039.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4ztQk5XogdkrJe6reVd3h8/16ecf8a0f4caf228c6e54ad0f8e17425/20.png,90,93,72,92,59
Marcus,Harris,Cornerback,Tennessee Titans,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10576.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/2YxvlDMaJsJwNQ4lS7qdCQ/d850f60dcbdcd71fb162eb55a46c7969/30.png,93,92,59,79,63
Marist,Liufau,Weak Backer,Dallas Cowboys,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10160.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4fzYNoreZSo04KbSHo3Sqn/0855e78441c821f956abac278f04abb7/11.png,84,88,73,78,68
Marte,Mapu,Mike Backer,New England Patriots,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/4670.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6Z0rWjQfkWgvj8K58X0WfA/aaaaa7e6c313bdfc5e624309ba6dfc4e/22.png,88,88,68,83,68
Michael,Carter,Halfback,Arizona Cardinals,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1356.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5NdzvrqrP3clJDBL6kdTmu/1f61914ff14c6f4be0240d71e622f9c6/7.png,87,85,66,88,64
Michael,Davis,Cornerback,New Orleans Saints,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9172.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5beev0Bk7MVWyDSbEqr75u/837fe770a82d43aa3028a13988d8baf3/27.png,91,88,63,81,74
Micheal,Clemons,Right Edge,NY Jets,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1278.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/7M46e9acznPLjtJlC7FaWV/ef5cfc9e8306cbdae723a5f7e809b0fd/18.png,77,84,80,74,74
Mike,Pennel,Defensive Tackle,Kansas City Chiefs,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6548.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3g9AewmTPjE4A7yc2tobiZ/20b6502896df3893414233cb5fe1b803/9.png,67,67,85,54,71
Mitchell,Tinsley,Wide Receiver,Cincinnati Bengals,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10976.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5oemvWKqCFgBCkCI4h9A2U/0629c6d345fe01a14ba9f40554fd182e/2.png,86,89,60,91,75
Mo,Alie-Cox,Tight End,Indianapolis Colts,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9697.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5yTvAS7xG5Z8qw65gMLzSU/037cfcd90e26ee06666a24d762791f65/10.png,82,81,70,73,67
Nick,Martin,Weak Backer,San Francisco 49ers,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10647.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1SoIzWJtk28ygwNAPEMRnf/deaee9a60ace23f7eaeaf4275c2282b0/15.png,88,93,74,79,73
Nick,McCloud,Cornerback,Chicago Bears,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/976.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6jaEsYrn1V45DziwibpsDk/ed66ad67e63f08a3a7c25ce951dbf5b9/1.png,90,92,58,88,71
Noah,Igbinoghene,Cornerback,Washington Commanders,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/375.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/42h6FyIuthDAiH4cTWUXRH/bb952a9252013b5bfdf77ac3f4011601/RatingsteamcrestWashingtonCommanders256.png,91,91,61,88,68
Omarr,Norman-Lott,Defensive Tackle,Kansas City Chiefs,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10682.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3g9AewmTPjE4A7yc2tobiZ/20b6502896df3893414233cb5fe1b803/9.png,67,82,85,71,71
Percy,Butler,Strong Safety,Washington Commanders,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1239.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/42h6FyIuthDAiH4cTWUXRH/bb952a9252013b5bfdf77ac3f4011601/RatingsteamcrestWashingtonCommanders256.png,92,95,57,83,72
Reid,Ferguson,Long Snapper,Buffalo Bills,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9183.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/212FXcpkDUjs9ZJpZ038pM/676904f80719bc724267b7eb5609c6af/3.png,73,70,65,63,68
Roman,Wilson,Wide Receiver,Pittsburgh Steelers,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10303.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4k4tkEjxICBzmTan96wMKZ/1d5d9145ace8a359ac5423c8c3e5e2d8/29.png,93,94,56,86,63
Ronnie,Harrison Jr,Weak Backer,Atlanta Falcons,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8914.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3NTxf2X9VWdF6aL91pHAVu/6002a1f3e761a58c3b00f0e08bdccf5f/14.png,86,88,72,81,70
Roschon,Johnson,Halfback,Chicago Bears,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2604.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6jaEsYrn1V45DziwibpsDk/ed66ad67e63f08a3a7c25ce951dbf5b9/1.png,86,89,78,82,77
Sean,Rhyan,Left Guard,Green Bay Packers,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1911.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4ztQk5XogdkrJe6reVd3h8/16ecf8a0f4caf228c6e54ad0f8e17425/20.png,64,73,84,66,76
Sean,Tucker,Halfback,Tampa Bay Buccaneers,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2435.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1L5Fn21WqZN9jcLucGYg4c/ce29db9b9b4775d4e8fc337bf5c65027/6.png,92,90,76,82,77
Shavon,Revel Jr,Cornerback,Dallas Cowboys,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10705.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4fzYNoreZSo04KbSHo3Sqn/0855e78441c821f956abac278f04abb7/11.png,93,94,66,90,56
Shy,Tuttle,Defensive Tackle,Washington Commanders,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/631.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/42h6FyIuthDAiH4cTWUXRH/bb952a9252013b5bfdf77ac3f4011601/RatingsteamcrestWashingtonCommanders256.png,75,74,82,71,68
Tahj,Brooks,Halfback,Cincinnati Bengals,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10500.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5oemvWKqCFgBCkCI4h9A2U/0629c6d345fe01a14ba9f40554fd182e/2.png,88,92,68,87,66
Tai,Felton,Wide Receiver,Minnesota Vikings,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10551.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/bzuWJaOZo5LCC4SwdbVzx/f6dc0006f59641745e50721d0d8c9d38/31.png,93,93,59,84,62
Taven,Bryan,Defensive Tackle,Baltimore Ravens,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8828.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3zZnTQ4izXUrnVi3ryTBcm/a12a28ccd2af4c0a0930b58db73552a7/25.png,77,79,88,75,69
Tavierre,Thomas,Free Safety,Minnesota Vikings,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9938.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/bzuWJaOZo5LCC4SwdbVzx/f6dc0006f59641745e50721d0d8c9d38/31.png,90,90,55,79,75
Trevis,Gipson,Left Edge,Carolina Panthers,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/299.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4Klf6KKhbnVi5RaARK1OiL/13a917c75c0fbc4edb0eb018cb757d8d/21.png,82,86,79,78,69
Trevor,Etienne,Halfback,Carolina Panthers,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10545.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4Klf6KKhbnVi5RaARK1OiL/13a917c75c0fbc4edb0eb018cb757d8d/21.png,92,93,69,79,68
Trey,Palmer,Wide Receiver,New Orleans Saints,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2608.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5beev0Bk7MVWyDSbEqr75u/837fe770a82d43aa3028a13988d8baf3/27.png,95,92,54,80,71
Troy,Andersen,Weak Backer,Atlanta Falcons,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1133.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3NTxf2X9VWdF6aL91pHAVu/6002a1f3e761a58c3b00f0e08bdccf5f/14.png,91,93,68,87,76
Troy,Dye,Mike Backer,Los Angeles Chargers,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/266.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1nyokQ4GLHKjmDL5IorxkB/29267d1765bd7f27730a007e1b070ec4/8.png,87,87,71,81,75
Ty,Robinson,Defensive Tackle,Philadelphia Eagles,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10711.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1Nt5pFCpjcBcADzHRbwfIk/ce90f9cb564aef7cc30cf1dd88c84150/13.png,78,80,89,65,69
Ty,Hamilton,Defensive Tackle,Los Angeles Rams,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10571.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/wS8JnLBEBj9eq68rO1qTb/b7b5285ad842936bc21bb149eb8c31b8/24.png,75,80,89,61,69
Tylan,Wallace,Wide Receiver,Baltimore Ravens,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1237.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3zZnTQ4izXUrnVi3ryTBcm/a12a28ccd2af4c0a0930b58db73552a7/25.png,90,92,64,90,70
Will,Hernandez,Right Guard,Arizona Cardinals,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8920.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5NdzvrqrP3clJDBL6kdTmu/1f61914ff14c6f4be0240d71e622f9c6/7.png,68,69,90,60,70
Wyatt,Milum,Left Guard,Jacksonville Jaguars,71,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10665.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4s3Xa9huMY7IrNAc9h1TDa/9eb764bbfbbb6a2f651e3d44cdcfa103/17.png,63,67,87,65,69
Alex,Palczewski,Left Guard,Denver Broncos,70,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10434.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4AYKY9OcX1CYbyMFBnvM8/ac07a8ff525004f92014e3259708acdf/4.png,63,75,82,60,77
Alex,Austin,Cornerback,New England Patriots,70,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/965.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6Z0rWjQfkWgvj8K58X0WfA/aaaaa7e6c313bdfc5e624309ba6dfc4e/22.png,88,90,49,85,76
Andy,Dalton,Quarterback,Carolina Panthers,70,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/4356.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4Klf6KKhbnVi5RaARK1OiL/13a917c75c0fbc4edb0eb018cb757d8d/21.png,74,67,54,73,72
Anthony,Belton,Left Tackle,Green Bay Packers,70,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10489.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4ztQk5XogdkrJe6reVd3h8/16ecf8a0f4caf228c6e54ad0f8e17425/20.png,64,68,86,59,74
Audric,Estime,Halfback,New Orleans Saints,70,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10067.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5beev0Bk7MVWyDSbEqr75u/837fe770a82d43aa3028a13988d8baf3/27.png,87,90,75,85,76
Bam,Knight,Halfback,Arizona Cardinals,70,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1801.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5NdzvrqrP3clJDBL6kdTmu/1f61914ff14c6f4be0240d71e622f9c6/7.png,88,89,69,85,71
Barryn,Sorrell,Right Edge,Green Bay Packers,70,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10738.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4ztQk5XogdkrJe6reVd3h8/16ecf8a0f4caf228c6e54ad0f8e17425/20.png,83,85,82,80,71
Ben,Skowronek,Wide Receiver,Pittsburgh Steelers,70,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1188.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4k4tkEjxICBzmTan96wMKZ/1d5d9145ace8a359ac5423c8c3e5e2d8/29.png,85,89,68,80,74
Ben,Sauls,Kicker,NY Giants,70,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10721.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5hloGwLNaCrg2IBn0CoWVb/b5996a802009a4252f992182bd9acf85/16.png,73,73,46,60,53
Blake,Fisher,Right Tackle,Houston Texans,70,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10071.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4rWKgLRDGADEZ3pTbdrpW0/793a695de8ea5caf8f2e1b3973ae1b61/32.png,66,69,83,59,63
Brennan,Jackson,Left Edge,Las Vegas Raiders,70,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10115.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5ZrNmFWgR1vnwTOdqVmwYy/fe13aa7566120fb59130404e168c59ca/23.png,83,88,80,70,71
Bub,Means,Wide Receiver,New Orleans Saints,70,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10422.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5beev0Bk7MVWyDSbEqr75u/837fe770a82d43aa3028a13988d8baf3/27.png,91,92,67,81,74
